,date,low,high,open,close,SMA,FRAMA,WMA,TEMA,ATR_diff,ATR,Line,line_change,change_SMA,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2
0,1/10/2019,6136.5,6645,6168.75,6625.25,,6625.25,,6625.25,508.5,508.5,,,,,,,,,
1,1/17/2019,6521.5,6760,6622.5,6720,,6720,,6709.768923,238.5,483.9545455,,,,,,,,,
2,1/25/2019,6592.25,6828.25,6722.75,6791.25,,6791.25,,6778.185643,236,461.4132231,,,,,,,,,
3,2/1/2019,6616.75,6943,6784.25,6877.75,,6877.75,,6854.335671,326.25,449.1256574,,,,,,,,,
4,2/8/2019,6841,7038.75,6863.75,6916.75,,6916.75,,6907.074172,197.75,426.2733249,,,,,,,,,
5,2/15/2019,6896.25,7095.25,6921.75,7063.75,,7063.75,,7005.262256,199,405.6121136,,,,,,,,,
6,2/25/2019,7005,7168.5,7063.75,7125.75,,7125.75,,7086.562804,163.5,383.6019214,,,,,,,,,
7,3/4/2019,7048,7211.5,7122,7145.75,,7145.75,,7141.036827,163.5,363.5926558,,,,,,,,,
8,3/11/2019,6939,7182,7144.5,7164.75,,7164.75,,7179.882833,243,352.6296871,,,,,,,,,
9,3/18/2019,7163.25,7379.5,7176,7360.75,,7360.75,,7277.009077,216.25,340.2315337,,,,,,,,,
10,3/25/2019,7290,7544.75,7362.25,7355.25,,7355.25,,7338.529967,254.75,332.4604852,,,,,,,,,
11,4/1/2019,7276,7506.5,7363,7498.5,,7498.5,,7428.342892,230.5,323.1913502,,,,,,,,,
12,4/8/2019,7483.75,7629.25,7495.25,7623.5,,7623.5,,7531.547914,145.5,307.0375911,,,,,,,,,
13,4/15/2019,7575.75,7665,7625.75,7647.75,,7647.75,,7611.274921,89.25,287.2387192,,,,,,,,,
14,4/23/2019,7648.75,7843.75,7650.75,7838,,7838,,7726.841105,195,278.8533811,,,,,,,,,
15,4/30/2019,7740,7879.5,7833.5,7800,,7800,,7797.876891,139.5,266.1848919,,,,,,,,,
16,5/7/2019,7581.25,7872.5,7848.75,7674,,7674,,7809.244967,291.25,268.4635381,,,,,,,,,
17,5/14/2019,7290,7698,7663.75,7421,,7421,,7738.348641,408,281.148671,,,,,,,,,
18,5/21/2019,7353.75,7641,7429.25,7464,,7464,,7691.989474,287.25,281.7033373,,,,,,,,,
19,5/29/2019,7183.25,7475,7462.75,7216,,7216,,7581.407929,291.75,282.6166702,,,,,,,,,
20,6/5/2019,6941.25,7271.25,7214.75,7228.5,7264.678571,7221.571944,7408.904762,7495.699337,330,286.9242457,7408.904762,,,7695.829008,7121.980516,7867.983555,6949.825969,7810.598706,7007.210818
21,6/12/2019,7181,7600.75,7213.75,7473.25,7305.059524,7273.121891,7427.865801,7494.983833,419.75,298.9993142,7427.865801,18.96103896,,7726.865115,7128.866487,7906.264704,6949.466898,7846.464841,7009.266761
22,6/19/2019,7421,7693.5,7476,7674.25,7350.5,7311.473517,7461.428571,7549.011419,272.5,296.5902857,7461.428571,33.56277056,,7758.018857,7164.838286,7935.973029,6986.884114,7876.654971,7046.202171
23,6/26/2019,7609.5,7794.25,7668,7650,7391.392857,7337.88807,7488.655844,7584.39991,184.75,286.422987,7488.655844,27.22727273,,7775.078831,7202.232857,7946.932623,7030.379065,7889.648026,7087.663662
24,7/5/2019,7640.75,7909.75,7641,7851.5,7437.761905,7348.684029,7530.483766,7666.194227,269,284.8390791,7530.483766,41.82792208,30.39475108,7815.322845,7245.644687,7986.226293,7074.74124,7929.258477,7131.709056
25,7/12/2019,7743,7967.5,7855,7960,7487.440476,7363.842578,7577.959957,7759.644481,224.5,279.3537082,7577.959957,47.47619048,37.52353896,7857.313665,7298.606248,8024.92589,7130.994024,7969.055148,7186.864765
26,7/19/2019,7815.25,8001.5,7958.25,7842.75,7524.535714,7374.923188,7610.260823,7801.777105,186.25,270.8897348,7610.260823,32.3008658,37.20806277,7881.150557,7339.371088,8043.684398,7176.837247,7989.506451,7231.015194
27,7/26/2019,7826.25,8051.75,7830,8019.75,7567.107143,7392.057512,7655.280303,7880.731797,225.5,266.7633952,7655.280303,45.01948052,41.65611472,7922.043698,7388.516908,8082.101735,7228.458871,8028.749056,7281.81155
28,8/2/2019,7650.25,8031.75,8017.5,7702.25,7593.607143,7405.731324,7667.566017,7858.680326,381.5,277.1939957,7667.566017,12.28571429,34.27056277,7944.760013,7390.372022,8111.07641,7224.055624,8055.637611,7279.494423
29,8/9/2019,7224.5,7738.5,7701.75,7660.25,7617.202381,7411.745165,7673.624459,7827.596034,514,298.7218142,7673.624459,6.058441558,23.91612554,7972.346273,7374.902645,8151.579362,7195.669556,8091.834999,7255.413919
30,8/16/2019,7388.25,7789.5,7654.5,7611.75,7629.154762,7428.439712,7673.128788,7787.807077,401.25,308.0425584,7673.128788,-0.495670996,15.71699134,7981.171346,7365.086229,8165.996881,7180.260694,8104.38837,7241.869206
31,8/23/2019,7447.75,7782.25,7617.25,7504.5,7636.261905,7436.03984,7661.796537,7726.016996,334.5,310.4477804,7661.796537,-11.33225108,1.629058442,7972.244317,7351.348756,8158.512985,7165.080088,8096.423429,7227.169644
32,8/30/2019,7353.25,7770.5,7435,7690.75,7645.416667,7461.491096,7666.75,7722.704932,417.25,320.1570731,7666.75,4.953463203,-0.204004329,7986.907073,7346.592927,8179.001317,7154.498683,8114.969902,7218.530098
33,9/9/2019,7580.75,7895,7628.25,7830.75,7655.285714,7498.388338,7683.598485,7755.205218,314.25,319.6200664,7683.598485,16.84848485,2.493506494,8003.218551,7363.978418,8194.990591,7172.206379,8131.066578,7236.130392
34,9/16/2019,7744.25,7982.75,7834,7856.5,7665.22619,7531.47627,7701.890693,7787.480858,238.5,312.2455149,7701.890693,18.29220779,7.19047619,8014.136208,7389.645178,8201.483517,7202.297869,8139.034414,7264.746972
35,9/23/2019,7790,7951,7864,7850.5,7665.821429,7547.68636,7718.733766,7811.355305,161,298.4959227,7718.733766,16.84307359,14.23430736,8017.229689,7420.237844,8196.327242,7241.14029,8136.628058,7300.839475
36,9/30/2019,7641,7904.75,7869,7770.5,7664.416667,7559.007867,7728.25,7809.410821,263.75,295.3372024,7728.25,9.516233766,15.375,8023.587202,7432.912798,8200.789524,7255.710476,8141.722083,7314.777917
37,10/7/2019,7474.25,7841.5,7784,7740,7667.559524,7575.256433,7735.121212,7799.021071,367.25,301.8747295,7735.121212,6.871212121,12.88068182,8036.995942,7433.246483,8218.120779,7252.121645,8157.745833,7312.496591
38,10/14/2019,7583.25,7918.5,7736,7857.5,7688.345238,7600.449831,7752.388528,7819.467667,335.25,304.908845,7752.388528,17.26731602,12.62445887,8057.297373,7447.479683,8240.24268,7264.534376,8179.260911,7325.516145
39,10/21/2019,7835.75,7994.75,7862.25,7948.25,7711.404762,7618.569945,7776.016234,7858.409768,159,291.6444045,7776.016234,23.62770563,14.32061688,8067.660638,7484.371829,8242.647281,7309.385187,8184.3184,7367.714067
40,10/28/2019,7810.25,8127.5,7949.25,8094.75,7753.25,7627.230579,7810.865801,7926.547111,317.25,293.9721859,7810.865801,34.8495671,20.65395022,8104.837987,7516.893615,8281.221298,7340.510303,8222.426861,7399.304741
41,11/4/2019,8020.5,8233.75,8109.25,8215.75,7800.261905,7674.435701,7852.911255,8011.98239,213.25,286.6338054,7852.911255,42.04545455,29.44751082,8139.545061,7566.27745,8311.525344,7394.297167,8254.198583,7451.623928
42,11/11/2019,8161,8282.25,8221.5,8249.75,7837.238095,7743.823416,7893.77381,8089.350951,121.25,271.598914,7893.77381,40.86255411,35.34632035,8165.372724,7622.174896,8328.332072,7459.215547,8274.012289,7513.53533
43,11/18/2019,8216.25,8367,8253.25,8333.5,7868.630952,7829.443491,7938.888528,8172.340628,150.75,260.6126491,7938.888528,45.11471861,40.71807359,8199.501177,7678.275879,8355.868767,7521.90829,8303.746237,7574.030819
44,11/25/2019,8231,8379.25,8335,8376.5,7903.22619,7915.756933,7985.058442,8249.408486,148.25,250.3978628,7985.058442,46.16991342,43.54816017,8235.456304,7734.660579,8385.695022,7584.421861,8335.615449,7634.501434
45,12/4/2019,8168.25,8458.75,8374.25,8295.25,7924.357143,7975.632562,8020.69697,8290.094029,290.5,254.0435116,8020.69697,35.63852814,41.94642857,8274.740481,7766.653458,8427.166588,7614.227351,8376.357886,7665.036053
46,12/11/2019,8273.25,8427.25,8296.25,8405.5,7945.571429,8047.08243,8064.437229,8348.832589,154,244.9486469,8064.437229,43.74025974,42.66585498,8309.385876,7819.488582,8456.355065,7672.519394,8407.365335,7721.509124
47,12/18/2019,8381,8612,8407.5,8590.25,7981.166667,8590.25,8123.044372,8441.032395,231,243.6805881,8123.044372,58.60714286,46.03896104,8366.72496,7879.363784,8512.933313,7733.155431,8464.197196,7781.891549
48,12/27/2019,8580.25,8843.5,8598,8783.25,8017.52381,8783.25,8195.961039,8562.628722,263.25,245.4596256,8195.961039,72.91666667,52.72564935,8441.420665,7950.501413,8588.69644,7803.225638,8539.604515,7852.317563
49,1/6/2020,8691.25,8907.25,8783.5,8847.5,8072.059524,8847.5,8271.41342,8675.807054,216,242.7814778,8271.41342,75.45238095,62.67911255,8514.194898,8028.631942,8659.863784,7882.963055,8611.307489,7931.519351
50,1/13/2020,8678,9095.5,8853.25,9088.25,8140.059524,9088.25,8363.794372,8825.868464,417.5,258.6649798,8363.794372,92.38095238,74.83928571,8622.459352,8105.129392,8777.65834,7949.930405,8725.925344,8001.663401
51,1/21/2020,9023,9199.75,9087.75,9169.75,8214.25,9169.75,8457.402597,8966.02487,176.75,251.2181635,8457.402597,93.60822511,83.58955628,8708.620761,8206.184434,8859.351659,8055.453536,8809.108026,8105.697169
52,1/28/2020,8925.5,9287.25,9179.5,9105.25,8290.47619,9105.25,8538.402597,9061.021092,361.75,261.2665122,8538.402597,81,85.61038961,8799.66911,8277.136085,8956.429017,8120.376178,8904.175715,8172.62948
53,2/4/2020,8966,9369.25,9119.5,9355,8369.72619,9319.065828,8635.177489,9197.036674,403.25,274.174102,8635.177489,96.77489177,90.94101732,8909.351591,8361.003387,9073.856052,8196.498926,9019.021232,8251.333746
54,2/11/2020,9317.75,9609.5,9357,9527.25,8450.511905,9474.059334,8740.406926,9347.217702,291.75,275.7719109,8740.406926,105.2294372,94.15313853,9016.178837,8464.635015,9181.641984,8299.171869,9126.487602,8354.326251
55,2/19/2020,9511.25,9748.75,9536.25,9733.5,8539.892857,9733.5,8857.042208,9517.165478,237.5,272.2926463,8857.042208,116.6352814,99.9099026,9129.334854,8584.749561,9292.710442,8421.373974,9238.251913,8475.832503
56,2/26/2020,8709.5,9763,9744.75,8850.25,8587.5,8850.25,8885.256494,9430.929802,1053.5,343.3114966,8885.256494,28.21428571,86.71347403,9228.56799,8541.944997,9434.554888,8335.958099,9365.892589,8404.620398
57,3/4/2020,8126.25,9002.5,8811.5,8896.5,8641.119048,8896.5,8913.347403,9365.469878,876.25,391.7604515,8913.347403,28.09090909,69.54247835,9305.107854,8521.586951,9540.164125,8286.53068,9461.812035,8364.88277
58,3/11/2020,7814.25,8899.75,8889,8003.5,8653.666667,8815.895367,8855.382035,9083.50998,1085.5,454.8276832,8855.382035,-57.96536797,28.74377706,9310.209718,8400.554351,9583.106328,8127.657742,9492.140791,8218.623278
59,3/18/2020,6830,8108,7998.75,7225.25,8623.559524,8537.182538,8725.525974,8652.655942,1278,529.6615302,8725.525974,-129.8560606,-32.87905844,9255.187504,8195.864444,9572.984422,7878.067526,9467.052116,7983.999832
60,3/25/2020,6628.75,7761,7251.75,7467.75,8600.678571,8389.681178,8620.452381,8355.427685,1132.25,584.4423001,8620.452381,-105.0735931,-66.20102814,9204.894681,8036.010081,9555.560061,7685.344701,9438.671601,7802.233161
61,4/1/2020,7310.25,7995,7483.5,7438.75,8569.440476,8270.123094,8514.822511,8102.729307,684.75,593.561182,8514.822511,-105.6298701,-99.63122294,9108.383693,7921.261329,9464.520402,7565.12462,9345.808166,7683.836856
62,4/8/2020,7376,8303.25,7473.5,8189.75,8568.202381,8259.081067,8480.305195,8082.584204,927.25,623.896529,8480.305195,-34.51731602,-93.76920996,9104.201724,7856.408666,9478.539641,7482.070748,9353.760335,7606.850054
63,4/16/2020,8073.25,8842.5,8195.25,8734.25,8591.27381,8304.907995,8495.400433,8203.612567,769.25,637.110481,8495.400433,15.0952381,-57.53138528,9132.510914,7858.289952,9514.777202,7476.023663,9387.355106,7603.44576
64,4/23/2020,8342,8966.75,8909.75,8598.75,8603.904762,8325.633309,8496.080087,8271.475381,624.75,635.9868009,8496.080087,0.67965368,-31.09307359,9132.066887,7860.093286,9513.658968,7478.501205,9386.461608,7605.698565
65,4/30/2020,8498.25,9144.75,8588.25,8988.5,8633.047619,8491.242651,8531.04329,8425.768817,646.5,636.9425462,8531.04329,34.96320346,4.055194805,9167.985836,7894.100744,9550.151364,7511.935216,9422.762855,7639.323725
66,5/4/2020,8556.25,8879,8847,8795.5,8656.869048,8605.666073,8545.811688,8505.724454,322.75,608.3795875,8545.811688,14.76839827,16.37662338,9154.191276,7937.432101,9519.219028,7572.404348,9397.543111,7694.080266
67,5/8/2020,,,,,,,,,,,8562.188312,,,9170.567899,7953.808724,9535.595652,7588.780972,,
68,5/12/2020,,,,,,,,,,,8578.564935,,,9186.944523,7970.185348,9551.972275,7605.157595,,
69,5/16/2020,,,,,,,,,,,8594.941558,,,9203.321146,7986.561971,9568.348898,7621.534218,,
70,5/20/2020,,,,,,,,,,,8611.318182,,,9219.697769,8002.938594,9584.725522,7637.910842,,
71,5/24/2020,,,,,,,,,,,8627.694805,,,9236.074393,8019.315218,9601.102145,7654.287465,,
72,5/28/2020,,,,,,,,,,,8644.071429,,,9252.451016,8035.691841,9617.478769,7670.664089,,
73,6/1/2020,,,,,,,,,,,8660.448052,,,9268.827639,8052.068464,9633.855392,7687.040712,,
74,6/5/2020,,,,,,,,,,,8676.824675,,,9285.204263,8068.445088,9650.232015,7703.417335,,
75,6/9/2020,,,,,,,,,,,8693.201299,,,9301.580886,8084.821711,9666.608639,7719.793959,,
76,6/13/2020,,,,,,,,,,,8709.577922,,,9317.95751,8101.198335,9682.985262,7736.170582,,
77,6/17/2020,,,,,,,,,,,8725.954545,,,9334.334133,8117.574958,9699.361885,7752.547205,,
78,6/21/2020,,,,,,,,,,,8742.331169,,,9350.710756,8133.951581,9715.738509,7768.923829,,
79,6/25/2020,,,,,,,,,,,8758.707792,,,9367.08738,8150.328205,9732.115132,7785.300452,,
80,6/29/2020,,,,,,,,,,,8775.084416,,,9383.464003,8166.704828,9748.491756,7801.677076,,
81,7/3/2020,,,,,,,,,,,8791.461039,,,9399.840626,8183.081451,9764.868379,7818.053699,,
82,7/7/2020,,,,,,,,,,,8807.837662,,,9416.21725,8199.458075,9781.245002,7834.430322,,
83,7/11/2020,,,,,,,,,,,8824.214286,,,9432.593873,8215.834698,9797.621626,7850.806946,,
84,7/15/2020,,,,,,,,,,,8840.590909,,,9448.970497,8232.211322,9813.998249,7867.183569,,
85,7/19/2020,,,,,,,,,,,8856.967532,,,9465.34712,8248.587945,9830.374872,7883.560192,,
86,7/23/2020,,,,,,,,,,,8873.344156,,,,,,,,
