,date,close,open,high,low,change_SMA
0,2010-12-17,,,,,
1,2011-01-03,,,,,
2,2011-01-18,,,,,
3,2011-02-01,,,,,
4,2011-02-15,,,,,
5,2011-03-02,,,,,
6,2011-03-16,,,,,
7,2011-03-30,,,,,
8,2011-04-13,,,,,
9,2011-04-28,,,,,
10,2011-05-12,,,,,
11,2011-05-26,,,,,
12,2011-06-10,,,,,
13,2011-06-24,,,,,
14,2011-07-11,,,,,
15,2011-07-25,,,,,
16,2011-08-08,,,,,
17,2011-08-22,,,,,
18,2011-09-06,,,,,
19,2011-09-20,,,,,
20,2011-10-04,,,,,
21,2011-10-18,8.409437567640452,8.409437567640452,8.409437567640452,8.409437567640452,
22,2011-11-01,2.322510822511049,2.322510822511049,2.322510822511049,2.322510822511049,
23,2011-11-15,7.206709956709801,7.206709956709801,7.206709956709801,7.206709956709801,
24,2011-12-01,2.4902597402597166,2.4902597402597166,2.4902597402597166,2.4902597402597166,
25,2011-12-15,-4.929653679653711,-4.929653679653711,-4.929653679653711,-4.929653679653711,
26,2011-12-30,0.05735930735954753,0.05735930735954753,0.05735930735954753,0.05735930735954753,
27,2012-01-17,10.745670995670935,10.745670995670935,10.745670995670935,10.745670995670935,
28,2012-01-31,16.744588744588782,16.744588744588782,16.744588744588782,16.744588744588782,
29,2012-02-14,26.34199134199116,26.34199134199116,26.34199134199116,26.34199134199116,
30,2012-02-29,29.456709956710256,29.456709956710256,29.456709956710256,29.456709956710256,
31,2012-03-14,36.067099567099376,36.067099567099376,36.067099567099376,36.067099567099376,
32,2012-03-28,40.38528138528136,40.38528138528136,40.38528138528136,40.38528138528136,
33,2012-04-12,35.80952380952385,35.80952380952385,35.80952380952385,35.80952380952385,
34,2012-04-26,31.887445887445665,31.887445887445665,31.887445887445665,31.887445887445665,
35,2012-05-10,20.441558441558755,20.441558441558755,20.441558441558755,20.441558441558755,
36,2012-05-24,11.851731601731444,11.851731601731444,11.851731601731444,11.851731601731444,
37,2012-06-08,13.75,13.75,13.75,13.75,
38,2012-06-22,12.47943722943728,12.47943722943728,12.47943722943728,12.47943722943728,
39,2012-07-10,10.596320346320226,10.596320346320226,10.596320346320226,10.596320346320226,
40,2012-07-24,6.127705627705836,6.127705627705836,6.127705627705836,6.127705627705836,
41,2012-08-07,19.71861471861439,19.71861471861439,19.71861471861439,19.71861471861439,16.093347779452674
42,2012-08-21,22.954545454545496,22.954545454545496,22.954545454545496,22.954545454545496,16.785971964543393
43,2012-09-05,20.58766233766255,20.58766233766255,20.58766233766255,20.58766233766255,17.65574108431251
44,2012-09-19,26.89718614718595,26.89718614718595,26.89718614718595,26.89718614718595,18.59338280766852
45,2012-10-03,20.09956709956714,20.09956709956714,20.09956709956714,20.09956709956714,19.431921253349824
46,2012-10-17,14.53138528138561,14.53138528138561,14.53138528138561,14.53138528138561,20.358637394351696
47,2012-11-02,0.40584415584407907,0.40584415584407907,0.40584415584407907,0.40584415584407907,20.375231910946198
48,2012-11-16,-10.998917748917847,-10.998917748917847,-10.998917748917847,-10.998917748917847,19.339775304061018
49,2012-12-04,0.3354978354977902,0.3354978354977902,0.3354978354977902,0.3354978354977902,18.55839002267573
50,2012-12-18,3.059523809523853,3.059523809523853,3.059523809523853,3.059523809523853,17.44970109255824
51,2013-01-04,3.3235930735932016,3.3235930735932016,3.3235930735932016,3.3235930735932016,16.205266955266953
52,2013-01-18,4.820346320346289,4.820346320346289,4.820346320346289,4.820346320346289,14.717326324469187
53,2013-02-04,2.6785714285711038,2.6785714285711038,2.6785714285711038,2.6785714285711038,12.921768707482984
54,2013-02-19,9.218614718614845,9.218614718614845,9.218614718614845,9.218614718614845,11.655534941249222
55,2013-03-05,10.627705627705836,10.627705627705836,10.627705627705836,10.627705627705836,10.643166357452087
56,2013-03-19,8.58549783549779,8.58549783549779,8.58549783549779,8.58549783549779,10.078592042877755
57,2013-04-03,8.571428571428442,8.571428571428442,8.571428571428442,8.571428571428442,9.92238713667285
58,2013-04-17,6.349567099567139,6.349567099567139,6.349567099567139,6.349567099567139,9.56998556998557
59,2013-05-01,13.52272727272748,13.52272727272748,13.52272727272748,13.52272727272748,9.619666048237486
60,2013-05-15,24.767316017315807,24.767316017315807,24.767316017315807,24.767316017315807,10.294475365903942
61,2013-05-30,23.754329004329065,23.754329004329065,23.754329004329065,23.754329004329065,11.13383838383838
62,2013-06-13,17.415584415584362,17.415584415584362,17.415584415584362,17.415584415584362,11.024170274170285
63,2013-06-27,10.619047619047706,10.619047619047706,10.619047619047706,10.619047619047706,10.436765615337057
64,2013-07-15,25.84848484848453,25.84848484848453,25.84848484848453,25.84848484848453,10.687280972995246
65,2013-07-29,23.84415584415592,23.84415584415592,23.84415584415592,23.84415584415592,10.541898577612864
66,2013-08-12,28.268398268398414,28.268398268398414,28.268398268398414,28.268398268398414,10.9308905380334
67,2013-08-26,26.627705627705836,26.627705627705836,26.627705627705836,26.627705627705836,11.506905792620078
68,2013-09-10,30.724025974025608,30.724025974025608,30.724025974025608,30.724025974025608,12.950628736343008
69,2013-09-24,31.15151515151547,31.15151515151547,31.15151515151547,31.15151515151547,14.957792207792213
70,2013-10-08,22.524891774891785,22.524891774891785,22.524891774891785,22.524891774891785,16.014430014430022
71,2013-10-22,39.124458874458924,39.124458874458924,39.124458874458924,39.124458874458924,17.731807874665027
72,2013-11-05,38.4134199134196,38.4134199134196,38.4134199134196,38.4134199134196,19.402752009894854
73,2013-11-19,35.14069264069258,35.14069264069258,35.14069264069258,35.14069264069258,20.84657802514944
74,2013-12-05,41.74891774891785,41.74891774891785,41.74891774891785,41.74891774891785,22.707070707070713
75,2013-12-19,40.08658008657994,40.08658008657994,40.08658008657994,40.08658008657994,24.176973819830955
76,2014-01-07,41.6904761904766,41.6904761904766,41.6904761904766,41.6904761904766,25.65615337043909
77,2014-01-22,44.964285714285325,44.964285714285325,44.964285714285325,44.964285714285325,27.388476602762303
78,2014-02-05,25.41450216450221,25.41450216450221,25.41450216450221,25.41450216450221,28.190527726242006
79,2014-02-20,43.10930735930742,43.10930735930742,43.10930735930742,43.10930735930742,29.940991548134402
80,2014-03-06,43.81709956709983,43.81709956709983,43.81709956709983,43.81709956709983,31.383580705009276
81,2014-03-20,38.00974025974028,38.00974025974028,38.00974025974028,38.00974025974028,32.01417233560092
82,2014-04-03,28.78354978354946,28.78354978354946,28.78354978354946,28.78354978354946,32.25365903937332
83,2014-04-17,16.3235930735932,16.3235930735932,16.3235930735932,16.3235930735932,32.20165945165945
84,2014-05-02,18.98593073593065,18.98593073593065,18.98593073593065,18.98593073593065,32.600082457225305
85,2014-05-16,16.361471861471728,16.361471861471728,16.361471861471728,16.361471861471728,32.14831993403422
86,2014-06-02,27.313852813852918,27.313852813852918,27.313852813852918,27.313852813852918,32.31354359925789
87,2014-06-16,29.15259740259762,29.15259740259762,29.15259740259762,29.15259740259762,32.35564831993404
88,2014-06-30,31.884199134199207,31.884199134199207,31.884199134199207,31.884199134199207,32.60595753452896
89,2014-07-16,36.22402597402561,36.22402597402561,36.22402597402561,36.22402597402561,32.86786229643373
90,2014-07-30,37.20346320346334,37.20346320346334,37.20346320346334,37.20346320346334,33.15605029890743
91,2014-08-13,31.865800865800793,31.865800865800793,31.865800865800793,31.865800865800793,33.60085549371262
92,2014-08-27,39.969696969697,39.969696969697,39.969696969697,39.969696969697,33.641104926819196
93,2014-09-11,38.5281385281387,38.5281385281387,38.5281385281387,38.5281385281387,33.6465677179963
94,2014-09-25,27.858225108224815,27.858225108224815,27.858225108224815,27.858225108224815,33.29978354978355
95,2014-10-09,21.735930735931106,21.735930735931106,21.735930735931106,21.735930735931106,32.34678416821275
96,2014-10-23,22.790043290043286,22.790043290043286,22.790043290043286,22.790043290043286,31.523139558853863
97,2014-11-06,34.908008658008384,34.908008658008384,34.908008658008384,34.908008658008384,31.200164914450614
98,2014-11-20,39.727272727272975,39.727272727272975,39.727272727272975,39.727272727272975,30.950783343640502
99,2014-12-08,40.11471861471864,40.11471861471864,40.11471861471864,40.11471861471864,31.650793650793666
100,2014-12-22,37.66558441558436,37.66558441558436,37.66558441558436,37.66558441558436,31.391568748711613
101,2015-01-08,29.57142857142844,29.57142857142844,29.57142857142844,29.57142857142844,30.713203463203453
102,2015-01-23,30.521645021644872,30.521645021644872,30.521645021644872,30.521645021644872,30.356627499484624
103,2015-02-06,24.471861471861303,24.471861471861303,24.471861471861303,24.471861471861303,30.151309008451854
104,2015-02-23,41.61580086580125,41.61580086580125,41.61580086580125,41.61580086580125,31.355699855699857
105,2015-03-09,34.80952380952385,34.80952380952385,34.80952380952385,34.80952380952385,32.109204287775725
106,2015-03-23,33.31168831168816,33.31168831168816,33.31168831168816,33.31168831168816,32.91635745207174
107,2015-04-07,20.273809523809177,20.273809523809177,20.273809523809177,20.273809523809177,32.581117295403
108,2015-04-21,26.239177489177564,26.239177489177564,26.239177489177564,26.239177489177564,32.442383013811565
109,2015-05-05,21.519480519480567,21.519480519480567,21.519480519480567,21.519480519480567,31.948824984539247
110,2015-05-19,27.58766233766255,27.58766233766255,27.58766233766255,27.58766233766255,31.537569573283864
111,2015-06-03,27.468614718614845,27.468614718614845,27.468614718614845,27.468614718614845,31.07400535971965
112,2015-06-17,19.025974025974392,19.025974025974392,19.025974025974392,19.025974025974392,30.46258503401363
113,2015-07-01,13.226190476189913,13.226190476189913,13.226190476189913,13.226190476189913,29.189084724799006
114,2015-07-16,27.6915584415583,27.6915584415583,27.6915584415583,27.6915584415583,28.673057101628512
115,2015-07-30,25.27056277056272,25.27056277056272,25.27056277056272,25.27056277056272,28.549835085549365
116,2015-08-13,15.635281385281814,15.635281385281814,15.635281385281814,15.635281385281814,28.259327973613683
117,2015-08-27,-3.937229437229689,-3.937229437229689,-3.937229437229689,-3.937229437229689,26.9866007008864
118,2015-09-11,-5.584415584415183,-5.584415584415183,-5.584415584415183,-5.584415584415183,25.058390022675752
119,2015-09-25,-16.446969696969973,-16.446969696969973,-16.446969696969973,-16.446969696969973,22.383426097711805
120,2015-10-09,-3.037878787878981,-3.037878787878981,-3.037878787878981,-3.037878787878981,20.328540507111917
121,2015-10-23,19.522727272727934,19.522727272727934,19.522727272727934,19.522727272727934,19.464594928880658
122,2015-11-06,26.456709956709346,26.456709956709346,26.456709956709346,26.456709956709346,19.316274994846417
123,2015-11-20,23.1915584415583,23.1915584415583,23.1915584415583,23.1915584415583,18.967223252937533
124,2015-12-07,22.40800865800884,22.40800865800884,22.40800865800884,22.40800865800884,18.868944547515987
125,2015-12-21,7.812770562770311,7.812770562770311,7.812770562770311,7.812770562770311,17.259276437847845
126,2016-01-06,-3.2683982683975046,-3.2683982683975046,-3.2683982683975046,-3.2683982683975046,15.446042053184923
127,2016-01-21,-32.185064935065384,-32.185064935065384,-32.185064935065384,-32.185064935065384,12.327149041434755
128,2016-02-04,-28.540043290043286,-28.540043290043286,-28.540043290043286,-28.540043290043286,10.002679859822733
129,2016-02-19,-27.29112554112544,-27.29112554112544,-27.29112554112544,-27.29112554112544,7.453617810760686
130,2016-03-04,-11.451298701298583,-11.451298701298583,-11.451298701298583,-11.451298701298583,5.883580705009297
131,2016-03-18,-2.742424242424022,-2.742424242424022,-2.742424242424022,-2.742424242424022,4.439290867862318
132,2016-04-04,5.452380952380736,5.452380952380736,5.452380952380736,5.452380952380736,3.3908987837559317
133,2016-04-18,9.77489177489133,9.77489177489133,9.77489177489133,9.77489177489133,2.950371057513881
134,2016-05-02,-6.730519480519433,-6.730519480519433,-6.730519480519433,-6.730519480519433,2.0000515357658166
135,2016-05-16,-5.932900432900169,-5.932900432900169,-5.932900432900169,-5.932900432900169,0.39888682745827064
136,2016-05-31,8.575757575757962,8.575757575757962,8.575757575757962,8.575757575757962,-0.39610389610386065
137,2016-06-14,-0.11688311688340036,-0.11688311688340036,-0.11688311688340036,-0.11688311688340036,-1.1462069676355375
138,2016-06-28,-12.832251082250878,-12.832251082250878,-12.832251082250878,-12.832251082250878,-1.569779426922261
139,2016-07-13,12.848484848484077,12.848484848484077,12.848484848484077,12.848484848484077,-0.6920222634508675
140,2016-07-27,25.145021645022098,25.145021645022098,25.145021645022098,25.145021645022098,1.2885487528344692
141,2016-08-10,29.709956709956714,29.709956709956714,29.709956709956714,29.709956709956714,2.847969490826645
142,2016-08-24,28.314935064934616,28.314935064934616,28.314935064934616,28.314935064934616,3.2666460523602967
143,2016-09-08,28.444805194805667,28.444805194805667,28.444805194805667,28.444805194805667,3.361317254174407
144,2016-09-22,36.24675324675354,36.24675324675354,36.24675324675354,36.24675324675354,3.9829931972789425
145,2016-10-06,34.09956709956714,34.09956709956714,34.09956709956714,34.09956709956714,4.5397340754483855
146,2016-10-21,30.74567099567048,30.74567099567048,30.74567099567048,30.74567099567048,5.631776953205536
147,2016-11-04,12.668831168831275,12.668831168831275,12.668831168831275,12.668831168831275,6.390692640692621
148,2016-11-21,29.59632034632068,29.59632034632068,29.59632034632068,29.59632034632068,9.332663368377672
149,2016-12-06,20.34956709956714,20.34956709956714,20.34956709956714,20.34956709956714,11.660740053597216
150,2016-12-20,33.00432900432861,33.00432900432861,33.00432900432861,33.00432900432861,14.531952174809314
151,2017-01-05,30.10822510822527,30.10822510822527,30.10822510822527,30.10822510822527,16.510977118119975
152,2017-01-20,36.089826839826856,36.089826839826856,36.089826839826856,36.089826839826856,18.360131931560492
153,2017-02-03,42.097402597402834,42.097402597402834,42.097402597402834,42.097402597402834,20.105132962275828
154,2017-02-17,54.785714285713766,54.785714285713766,54.785714285713766,54.785714285713766,22.248505462791183
155,2017-03-06,54.6168831168834,54.6168831168834,54.6168831168834,54.6168831168834,25.169810348381795
156,2017-03-20,55.54978354978357,55.54978354978357,55.54978354978357,55.54978354978357,28.097557204700067
157,2017-04-03,52.48809523809541,52.48809523809541,52.48809523809541,52.48809523809541,30.188620902906614
158,2017-04-18,44.43398268398232,44.43398268398232,44.43398268398232,44.43398268398232,32.31009070294784
159,2017-05-02,63.03354978354946,63.03354978354946,63.03354978354946,63.03354978354946,35.922747887033566
160,2017-05-16,64.83333333333394,64.83333333333394,64.83333333333394,64.83333333333394,38.39821686250261
161,2017-05-31,66.07142857142844,66.07142857142844,66.07142857142844,66.07142857142844,40.34709338280767
162,2017-06-14,55.19047619047615,55.19047619047615,55.19047619047615,55.19047619047615,41.5604514533086
163,2017-06-28,54.58225108225088,54.58225108225088,54.58225108225088,54.58225108225088,42.81127602556175
164,2017-07-14,57.601731601731444,57.601731601731444,57.601731601731444,57.601731601731444,44.19970109255822
165,2017-07-28,59.15909090909099,59.15909090909099,59.15909090909099,59.15909090909099,45.29076479076476
166,2017-08-11,48.180735930735864,48.180735930735864,48.180735930735864,48.180735930735864,45.96129663986804
167,2017-08-25,42.793290043290654,42.793290043290654,42.793290043290654,42.793290043290654,46.53499278499281
168,2017-09-11,52.86147186147173,52.86147186147173,52.86147186147173,52.86147186147173,48.448928056070926
169,2017-09-25,37.49025974025972,37.49025974025972,37.49025974025972,37.49025974025972,48.824829931972786
170,2017-10-09,50.15476190476147,50.15476190476147,50.15476190476147,50.15476190476147,50.24412492269632
171,2017-10-23,44.64610389610425,44.64610389610425,44.64610389610425,44.64610389610425,50.79849515563802
172,2017-11-06,62.459956709956714,62.459956709956714,62.459956709956714,62.459956709956714,52.33905380333952
173,2017-11-20,56.8365800865804,56.8365800865804,56.8365800865804,56.8365800865804,53.326994434137305
174,2017-12-06,49.30086580086572,49.30086580086572,49.30086580086572,49.30086580086572,53.67001649144506
175,2017-12-20,62.19264069264045,62.19264069264045,62.19264069264045,62.19264069264045,54.02272727272729
176,2018-01-05,73.40692640692669,73.40692640692669,73.40692640692669,73.40692640692669,54.91749123891982
177,2018-01-22,91.68181818181802,91.68181818181802,91.68181818181802,91.68181818181802,56.63806431663575
178,2018-02-05,39.52056277056272,39.52056277056272,39.52056277056272,39.52056277056272,56.02056277056276
179,2018-02-20,68.05519480519433,68.05519480519433,68.05519480519433,68.05519480519433,57.145382395382384
180,2018-03-06,72.64826839826856,72.64826839826856,72.64826839826856,72.64826839826856,57.603226138940435
181,2018-03-20,68.04545454545496,68.04545454545496,68.04545454545496,68.04545454545496,57.75618429189858
182,2018-04-04,32.42532467532419,32.42532467532419,32.42532467532419,32.42532467532419,56.15398886827457
183,2018-04-18,52.735930735931106,52.735930735931106,52.735930735931106,52.735930735931106,56.03710575139147
184,2018-05-02,28.80411255411218,28.80411255411218,28.80411255411218,28.80411255411218,54.80957534528962
185,2018-05-16,52.651515151515014,52.651515151515014,52.651515151515014,52.651515151515014,54.573850752422175
186,2018-05-31,51.52922077922085,51.52922077922085,51.52922077922085,51.52922077922085,54.21052360338074
187,2018-06-14,74.79761904761926,74.79761904761926,74.79761904761926,74.79761904761926,55.47799422799424
188,2018-06-28,48.24458874458924,48.24458874458924,48.24458874458924,48.24458874458924,55.737579880437025
189,2018-07-16,66.9415584415583,66.9415584415583,66.9415584415583,66.9415584415583,56.40806019377448
190,2018-07-30,49.81168831168816,49.81168831168816,49.81168831168816,49.81168831168816,56.99479488765203
191,2018-08-13,63.76190476190459,63.76190476190459,63.76190476190459,63.76190476190459,57.64275407132551
192,2018-08-27,71.63419913419875,71.63419913419875,71.63419913419875,71.63419913419875,58.927901463615726
193,2018-09-11,60.035714285714675,60.035714285714675,60.035714285714675,60.035714285714675,58.812461348175624
194,2018-09-25,62.41558441558482,62.41558441558482,62.41558441558482,62.41558441558482,59.07812822098536
195,2018-10-09,39.03679653679592,39.03679653679592,39.03679653679592,39.03679653679592,58.58936301793442
196,2018-10-23,10.726190476190823,10.726190476190823,10.726190476190823,10.726190476190823,56.13857967429396
197,2018-11-06,-3.3430735930733135,-3.3430735930733135,-3.3430735930733135,-3.3430735930733135,52.48381776953205
198,2018-11-20,-48.852813852814506,-48.852813852814506,-48.852813852814506,-48.852813852814506,45.79169243454955
199,2018-12-07,-38.8549783549779,-38.8549783549779,-38.8549783549779,-38.8549783549779,42.05952380952381
200,2018-12-21,-72.99134199134187,-72.99134199134187,-72.99134199134187,-72.99134199134187,35.3430220573078
201,2019-01-09,-39.09199134199116,-39.09199134199116,-39.09199134199116,-39.09199134199116,30.02205730777162
202,2019-01-24,-31.393939393939945,-31.393939393939945,-31.393939393939945,-31.393939393939945,25.286848072562343
203,2019-02-07,-9.389610389610425,-9.389610389610425,-9.389610389610425,-9.389610389610425,23.295660688517835
204,2019-02-22,5.825757575757962,5.825757575757962,5.825757575757962,5.825757575757962,21.061842918985782
205,2019-03-08,-0.824675324675809,-0.824675324675809,-0.824675324675809,-0.824675324675809,19.650948258091116
206,2019-03-22,28.563852813853373,28.563852813853373,28.563852813853373,28.563852813853373,18.503916718202465
207,2019-04-05,48.1049783549779,48.1049783549779,48.1049783549779,48.1049783549779,18.340857555143277
208,2019-04-22,57.25324675324646,57.25324675324646,57.25324675324646,57.25324675324646,17.50541125541124
209,2019-05-06,61.55086580086663,61.55086580086663,61.55086580086663,61.55086580086663,18.139043496186353
210,2019-05-20,20.902597402597166,20.902597402597166,20.902597402597166,20.902597402597166,15.946712018140586
211,2019-06-04,1.2954545454540494,1.2954545454540494,1.2954545454540494,1.2954545454540494,13.636415172129437
212,2019-06-18,43.75108225108215,43.75108225108215,43.75108225108215,43.75108225108215,12.683518862090274
213,2019-07-02,60.3084415584417,60.3084415584417,60.3084415584417,60.3084415584417,12.14419707276851
214,2019-07-18,67.79761904761926,67.79761904761926,67.79761904761926,67.79761904761926,12.513811585240157
215,2019-08-01,54.5865800865804,54.5865800865804,54.5865800865804,54.5865800865804,12.141001855287564
216,2019-08-15,25.300865800865722,25.300865800865722,25.300865800865722,25.300865800865722,11.486909915481366
217,2019-08-29,44.493506493506175,44.493506493506175,44.493506493506175,44.493506493506175,13.094877344877334
218,2019-09-13,57.8365800865804,57.8365800865804,57.8365800865804,57.8365800865804,16.008194186765607
219,2019-09-27,37.277056277056545,37.277056277056545,37.277056277056545,37.277056277056545,20.109616573902322
220,2019-10-11,46.55844155844079,46.55844155844079,46.55844155844079,46.55844155844079,24.176922284065117
221,2019-10-25,57.2781385281387,57.2781385281387,57.2781385281387,57.2781385281387,30.380230880230858
222,2019-11-08,69.71536796536839,69.71536796536839,69.71536796536839,69.71536796536839,35.56153370439084
223,2019-11-22,64.67532467532419,64.67532467532419,64.67532467532419,64.67532467532419,40.136260564831986
224,2019-12-10,65.29329004329065,65.29329004329065,65.29329004329065,65.29329004329065,43.692589156874895
225,2019-12-26,99.02597402597348,99.02597402597348,99.02597402597348,99.02597402597348,48.13069470212325
226,2020-01-10,107.41558441558482,107.41558441558482,107.41558441558482,107.41558441558482,53.28499278499281
227,2020-01-27,96.8084415584417,96.8084415584417,96.8084415584417,96.8084415584417,56.53473510616368
228,2020-02-10,142.0346320346316,142.0346320346316,142.0346320346316,142.0346320346316,61.007575757575765
229,2020-02-25,72.50432900432861,72.50432900432861,72.50432900432861,72.50432900432861,61.73381776953205
230,2020-03-10,20.135281385282724,20.135281385282724,20.135281385282724,20.135281385282724,59.76164708307568
231,2020-03-24,-52.76406926407071,-52.76406926407071,-52.76406926407071,-52.76406926407071,56.25371057513911
232,2020-04-07,-11.901515151514104,-11.901515151514104,-11.901515151514104,-11.901515151514104,55.62528344671206
233,2020-04-22,41.402597402597166,41.402597402597166,41.402597402597166,41.402597402597166,55.513450834879436
234,2020-05-06,65.65043290043286,65.65043290043286,65.65043290043286,65.65043290043286,55.76783137497426
235,2020-05-20,109.32900432900351,109.32900432900351,109.32900432900351,109.32900432900351,57.7455163883735
236,2020-06-04,115.40584415584453,115.40584415584453,115.40584415584453,115.40584415584453,60.641671820243225
237,2020-06-18,141.12662337662368,141.12662337662368,141.12662337662368,141.12662337662368,66.15718408575552
238,2020-07-02,163.03354978354946,163.03354978354946,163.03354978354946,163.03354978354946,71.80194805194805
239,2020-07-17,175.8387445887456,175.8387445887456,175.8387445887456,175.8387445887456,77.42109874252735
240,2020-07-31,188.35606060606005,188.35606060606005,188.35606060606005,188.35606060606005,84.61533704390847
241,2020-08-14,196.6634199134205,196.6634199134205,196.6634199134205,196.6634199134205,91.76319315605035
242,2020-08-28,260.48701298701235,260.48701298701235,260.48701298701235,260.48701298701235,101.43980622552053
243,2020-09-14,178.70238095238165,178.70238095238165,178.70238095238165,178.70238095238165,106.62966398680688
244,2020-09-28,176.00108225108124,176.00108225108124,176.00108225108124,176.00108225108124,111.9308905380334
245,2020-10-12,226.47402597402652,226.47402597402652,226.47402597402652,226.47402597402652,119.60616367759225
246,2020-10-26,155.21645021645054,155.21645021645054,155.21645021645054,155.21645021645054,122.28190063904354
247,2020-11-09,173.42099567099467,173.42099567099467,173.42099567099467,173.42099567099467,125.42501546072972
248,2020-11-23,168.82142857142935,168.82142857142935,168.82142857142935,168.82142857142935,128.85420531849104
249,2020-12-09,198.02489177489042,198.02489177489042,198.02489177489042,198.02489177489042,131.52040816326527
250,2020-12-23,211.57359307359366,211.57359307359366,211.57359307359366,211.57359307359366,138.1427540713255
251,2021-01-11,217.47727272727207,217.47727272727207,217.47727272727207,217.47727272727207,147.5399917542774
252,2021-01-26,251.213203463205,251.213203463205,251.213203463205,251.213203463205,162.01509997938575
253,2021-02-09,243.24350649350527,243.24350649350527,243.24350649350527,243.24350649350527,174.16486291486285
254,2021-02-24,184.31926406926505,184.31926406926505,184.31926406926505,184.31926406926505,180.97041847041848
255,2021-03-10,113.87878787878799,113.87878787878799,113.87878787878799,113.87878787878799,183.2670068027211
256,2021-03-24,101.50865800865722,101.50865800865722,101.50865800865722,101.50865800865722,182.89460935889508
257,2021-04-08,173.89069264069258,173.89069264069258,173.89069264069258,173.89069264069258,185.67960214388785
258,2021-04-22,156.2759740259753,156.2759740259753,156.2759740259753,156.2759740259753,186.40099979385698
259,2021-05-06,126.15909090909008,126.15909090909008,126.15909090909008,126.15909090909008,184.64507318078748
260,2021-05-20,102.01082251082153,102.01082251082153,102.01082251082153,102.01082251082153,181.12945784374347
261,2021-06-01,104.36255411255479,104.36255411255479,104.36255411255479,104.36255411255479,177.12976705833847
